"Latitude (decimal degrees):	53.434",,,,,,
"Longitude (decimal degrees):	-9.060",,,,,,
"Elevation (m):	18",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	7.9",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20200123:1511,448.35,81.38,10.84,7.4,1.03,0
20200123:1611,42.85,16.08,5.01,7.46,1.38,0
20200123:1711,0,0,0,7.05,1.45,0
20200123:1811,0,0,0,6.75,1.59,0
20200123:1911,0,0,0,6.35,2.07,0
20200123:2011,0,0,0,6.27,1.86,0
20200123:2111,0,0,0,6.29,1.66,0
20200123:2211,0,0,0,6.31,1.52,0
20200123:2311,0,0,0,6.33,1.52,0
20200124:0011,0,0,0,6.46,1.52,0
20200124:0111,0,0,0,6.46,1.59,0
20200124:0211,0,0,0,6.53,1.66,0
20200124:0311,0,0,0,6.68,1.79,0
20200124:0411,0,0,0,6.77,2,0
20200124:0511,0,0,0,6.86,2.07,0
20200124:0611,0,0,0,6.97,2.14,0
20200124:0711,0,0,0,6.58,2.14,0
20200124:0811,0,0,0,6.65,2.14,0
20200124:0911,17.19,10.41,3.69,6.78,2.07,0
20200124:1011,308.72,60.39,9.86,7.07,2.07,0
20200124:1111,1340.7,207.76,14.39,7.7,2.34,0
20200124:1211,822.18,135.54,16.91,8.42,2.76,0
20200124:1311,1015.66,163.05,17.18,8.8,2.83,0
20200124:1411,498.48,89.31,15.17,9.1,2.97,0
20200124:1511,286.23,57.37,11.08,9.04,3.1,0
20200124:1611,29.22,13.24,5.25,8.56,2.55,0
20200124:1711,0,0,0,8.09,2.62,0
20200124:1811,0,0,0,7.73,2.76,0
20200124:1911,0,0,0,7.38,3.17,0
20200124:2011,0,0,0,7.36,3.38,0
20200124:2111,0,0,0,7.23,3.52,0
20200124:2211,0,0,0,6.97,3.52,0
20200124:2311,0,0,0,6.67,3.66,0
20200125:0011,0,0,0,6.41,3.79,0
20200125:0111,0,0,0,6.45,4.07,0
20200125:0211,0,0,0,6.43,4.21,0
20200125:0311,0,0,0,6.51,4.34,0
20200125:0411,0,0,0,6.71,4.55,0
20200125:0511,0,0,0,6.83,4.62,0
20200125:0611,0,0,0,6.9,4.76,0
20200125:0711,0,0,0,6.74,4.34,0
20200125:0811,0,0,0,6.84,4.41,0
20200125:0911,0,3.78,3.87,6.95,4.41,0
20200125:1011,131.23,32.16,10.06,7.08,4.48,0
20200125:1111,247.82,51.08,14.61,7.4,3.79,0
20200125:1211,327.1,63.38,17.15,7.9,4.41,0
20200125:1311,187.55,41.62,17.43,8.19,4.41,0
20200125:1411,135.83,33.11,15.42,8.43,4.41,0
20200125:1511,187.23,41.62,11.33,8.5,4.69,0
20200125:1611,309.36,61.44,5.5,8.42,4.83,0
20200125:1711,0,0,0,8.29,4.9,0
20200125:1811,0,0,0,8.18,4.97,0
20200125:1911,0,0,0,8.54,5.1,0
20200125:2011,0,0,0,8.51,5.31,0
20200125:2111,0,0,0,8.56,5.45,0
20200125:2211,0,0,0,8.58,5.66,0
20200125:2311,0,0,0,8.68,5.86,0
20200126:0011,0,0,0,8.88,6.21,0
20200126:0111,0,0,0,8.92,6.21,0
20200126:0211,0,0,0,8.73,6.21,0
20200126:0311,0,0,0,8.56,5.72,0
20200126:0411,0,0,0,7.88,4.76,0
20200126:0511,0,0,0,7.17,3.93,0
20200126:0611,0,0,0,6.55,3.66,0
20200126:0711,0,0,0,5.9,3.79,0
20200126:0811,0,0,0,5.17,3.86,0
20200126:0911,114.76,29.59,4.06,4.7,3.79,0
20200126:1011,547.98,94.69,10.27,4.63,3.31,0
20200126:1111,2183.39,322.94,14.84,5.29,2.55,0
20200126:1211,2247.06,331.76,17.39,5.95,3.24,0
20200126:1311,3924.28,572.82,17.68,6.28,3.72,0
20200126:1411,3513.55,512.22,15.68,6.44,4.07,0
20200126:1511,2472.62,364.34,11.58,6.27,4.41,0
20200126:1611,505.45,90.34,5.74,5.88,4.07,0
20200126:1711,0,0,0,5.17,4.34,0
20200126:1811,0,0,0,4.88,5.17,0
20200126:1911,0,0,0,3.96,5.93,0
20200126:2011,0,0,0,3.88,5.59,0
20200126:2111,0,0,0,3.88,5.59,0
20200126:2211,0,0,0,4.05,5.17,0
20200126:2311,0,0,0,3.67,5.52,0
20200127:0011,0,0,0,3.23,5.93,0
20200127:0111,0,0,0,2.97,6.07,0
20200127:0211,0,0,0,2.79,5.72,0
20200127:0311,0,0,0,2.96,5.79,0
20200127:0411,0,0,0,2.52,5.86,0
20200127:0511,0,0,0,2.21,5.52,0
20200127:0611,0,0,0,2.53,5.1,0
20200127:0711,0,0,0,3.01,4.48,0
20200127:0811,0,0,0,3.1,4.48,0
20200127:0911,0,3.78,4.26,2.96,4.34,0
20200127:1011,25.98,12.3,10.49,3.35,4.41,0
20200127:1111,1586.3,237.14,15.07,3.94,4.48,0
20200127:1211,364.48,68.11,17.64,4.49,4.69,0
20200127:1311,1048.77,164.47,17.94,4.52,4.41,0
20200127:1411,750.1,123.12,15.94,4.43,4,0
20200127:1511,365.98,68.1,11.84,3.84,3.38,0
20200127:1611,3.33,6.62,6,2.73,3.31,0
20200127:1711,0,0,0,2.28,2.76,0
20200127:1811,0,0,0,1.96,2.34,0
20200127:1911,0,0,0,1.77,3.45,0
20200127:2011,0,0,0,1.47,3.59,0
20200127:2111,0,0,0,1.36,3.52,0
20200127:2211,0,0,0,1.18,3.24,0
20200127:2311,0,0,0,1.14,3.45,0
20200128:0011,0,0,0,1.32,3.79,0
20200128:0111,0,0,0,1.42,4.07,0
20200128:0211,0,0,0,1.58,4.28,0
20200128:0311,0,0,0,2.27,4.62,0
20200128:0411,0,0,0,3.18,5.31,0
20200128:0511,0,0,0,3.55,5.66,0
20200128:0611,0,0,0,3.2,6,0
20200128:0711,0,0,0,3,5.24,0
20200128:0811,0,0,0,2.75,5.03,0
20200128:0911,30.41,13.24,4.46,2.79,4.97,0
20200128:1011,2222.91,324.97,10.71,3.04,4.97,0
20200128:1111,290.03,56.76,15.31,3.67,5.38,0
20200128:1211,4532.14,650.54,17.89,4.45,5.72,0
20200128:1311,4254.7,610.53,18.2,5.34,6.48,0
20200128:1411,202.12,43.52,16.2,5.56,6.34,0
20200128:1511,268.88,53.92,12.1,5.5,5.86,0
20200128:1611,1338.08,209.05,6.25,4.69,5.38,0
20200128:1711,0,0,0,3.95,4.9,0
20200128:1811,0,0,0,3.67,4.76,0
20200128:1911,0,0,0,3.51,4.48,0
20200128:2011,0,0,0,3.62,4.48,0
20200128:2111,0,0,0,3.66,4.41,0
20200128:2211,0,0,0,3.58,4.41,0
20200128:2311,0,0,0,3.54,4.55,0
20200129:0011,0,0,0,3.74,4.48,0
20200129:0111,0,0,0,3.7,4.34,0
20200129:0211,0,0,0,3.68,3.93,0
20200129:0311,0,0,0,3.92,3.72,0
20200129:0411,0,0,0,3.99,3.66,0
20200129:0511,0,0,0,4.2,3.59,0
20200129:0611,0,0,0,4.62,3.66,0
20200129:0711,0,0,0,5.45,4,0
20200129:0811,0,0,0,5.86,4.69,0
20200129:0911,17.27,10.41,4.67,6.27,5.03,0
20200129:1011,676.92,114.01,10.94,7.34,5.38,0
20200129:1111,711.53,119.26,15.56,8.06,5.79,0
20200129:1211,3690.4,538.04,18.15,8.68,6.28,0
20200129:1311,1397.4,215.44,18.47,8.81,6.14,0
20200129:1411,1600.79,243.63,16.47,8.96,6,0
20200129:1511,441.38,80.67,12.37,9.13,6,0
20200129:1611,86.88,24.6,6.51,8.97,5.72,0
20200129:1711,0,0,0,8.72,5.45,0
20200129:1811,0,0,0,8.5,5.1,0
20200129:1911,0,0,0,8.24,4.76,0
20200129:2011,0,0,0,8.12,4.69,0
20200129:2111,0,0,0,8.12,4.83,0
20200129:2211,0,0,0,8.04,4.76,0
20200129:2311,0,0,0,7.94,4.55,0
20200130:0011,0,0,0,7.74,4.14,0
20200130:0111,0,0,0,7.4,4.07,0
20200130:0211,0,0,0,7.02,4,0
20200130:0311,0,0,0,6.71,3.86,0
20200130:0411,0,0,0,6.83,3.79,0
20200130:0511,0,0,0,7.34,4.21,0
20200130:0611,0,0,0,8.09,4.69,0
20200130:0711,0,0,0,9.04,5.1,0
20200130:0811,0,0,0,9.35,5.24,0
20200130:0911,46.97,17.03,4.89,9.59,5.45,0
20200130:1011,553.69,97.38,11.17,9.93,5.86,0
20200130:1111,653.88,112.11,15.81,10.31,6.34,0
20200130:1211,792.4,132.09,18.42,10.45,6.76,0
20200130:1311,1187.92,187.95,18.74,10.87,7.03,0
20200130:1411,416.43,77.57,16.75,10.62,6.34,0
20200130:1511,232.85,49.19,12.64,10.06,6,0
20200130:1611,370.74,70.84,6.77,9.43,5.31,0
20200130:1711,0,0,0,8.92,4.48,0
20200130:1811,0,0,0,8.45,3.86,0
20200130:1911,0,0,0,8.1,3.79,0
20200130:2011,0,0,0,7.99,3.72,0
20200130:2111,0,0,0,7.79,3.72,0
20200130:2211,0,0,0,8.06,4.28,0
20200130:2311,0,0,0,9.25,5.17,0
20200131:0011,0,0,0,10.48,6.34,0
20200131:0111,0,0,0,11.16,6.97,0
20200131:0211,0,0,0,11.09,7.1,0
20200131:0311,0,0,0,10.68,7.03,0
20200131:0411,0,0,0,10.17,6.55,0
20200131:0511,0,0,0,9.91,6.14,0
20200131:0611,0,0,0,9.97,5.93,0
20200131:0711,0,0,0,10.54,5.79,0
20200131:0811,0,0,0,10.75,5.59,0
20200131:0911,815.05,140.33,5.11,10.87,5.52,0
20200131:1011,465.7,84.8,11.41,10.74,5.72,0
20200131:1111,842.05,139.16,16.07,10.74,6,0
20200131:1211,881.34,144.99,18.69,10.89,6.14,0
20200131:1311,1893.67,286.96,19.02,11.22,6.55,0
20200131:1411,1004.65,162.46,17.03,11.56,7.52,0
20200131:1511,572.54,100.66,12.91,11.63,7.93,0
20200131:1611,298.82,60.09,7.04,11.35,8.14,0
20200131:1711,0,0,0,10.94,8.28,0
20200131:1811,0,0,0,10.34,7.79,0
20200131:1911,0,0,0,10.14,8.14,0
20200131:2011,0,0,0,9.58,8.62,0
20200131:2111,0,0,0,9.04,8.34,0
20200131:2211,0,0,0,8.62,8.41,0
20200131:2311,0,0,0,8.59,8.55,0
20200201:0011,0,0,0,8.42,8.41,0
20200201:0111,0,0,0,8.3,8.21,0
20200201:0211,0,0,0,8.06,8.07,0
20200201:0311,0,0,0,7.89,7.93,0
20200201:0411,0,0,0,7.85,8.21,0
20200201:0511,0,0,0,7.89,8.28,0
20200201:0611,0,0,0,7.9,8,0
20200201:0711,0,0,0,7.39,7.59,0
20200201:0811,0,0,0,7.46,7.66,0
20200201:0911,13.31,9.46,5.34,7.69,7.79,0
20200201:1011,358.06,67.93,11.65,8.06,7.86,0
20200201:1111,485.65,86.98,16.33,8.32,7.31,0
20200201:1211,1782.48,268.97,18.97,8.91,6.14,0
20200201:1311,2276.6,339.55,19.31,9.39,4.9,0
20200201:1411,3981.3,588.68,17.31,9.58,4.34,0
20200201:1511,1750.08,266.66,13.19,9.33,3.79,0
20200201:1611,510.6,91.72,7.3,8.76,3.1,0
20200201:1711,0,0,0,7.82,2.62,0
20200201:1811,0,0,0,7.08,2.21,0
20200201:1911,0,0,0,6.59,1.79,0
20200201:2011,0,0,0,6.24,2.07,0
20200201:2111,0,0,0,6.28,2.07,0
20200201:2211,0,0,0,6.22,2.62,0
20200201:2311,0,0,0,6.4,3.03,0
20200202:0011,0,0,0,6.2,3.72,0
20200202:0111,0,0,0,4.78,4.14,0
20200202:0211,0,0,0,4.17,3.86,0
20200202:0311,0,0,0,4.58,3.93,0
20200202:0411,0,0,0,5.77,4,0
20200202:0511,0,0,0,8.36,5.59,0
20200202:0611,0,0,0,8.98,6.48,0
20200202:0711,0,0,0,8.56,5.45,0
20200202:0811,0,0,0,8.68,5.31,0
20200202:0911,515.83,93.53,5.57,8.21,6.07,0
20200202:1011,784.4,129.73,11.9,8.42,6.07,0
20200202:1111,2622.39,386.81,16.6,9.21,6.28,0
20200202:1211,3333.61,487.02,19.25,9.3,7.03,0
20200202:1311,1879.89,283.72,19.6,9.84,6.14,0
20200202:1411,3847.3,561.42,17.6,9.5,7.17,0
20200202:1511,2999.15,441.42,13.47,9.65,7.45,0
20200202:1611,878.49,145.39,7.58,9.39,7.72,0
20200202:1711,0,0,0,8.75,7.79,0
20200202:1811,0,0,0,8.63,7.93,0
20200202:1911,0,0,0,8.66,7.66,0
20200202:2011,0,0,0,8.4,7.45,0
20200202:2111,0,0,0,8.51,6.76,0
20200202:2211,0,0,0,8.37,6.14,0
20200202:2311,0,0,0,7.89,5.66,0
20200203:0011,0,0,0,7.69,5.72,0
20200203:0111,0,0,0,7.4,5.31,0
20200203:0211,0,0,0,7.09,5.31,0
20200203:0311,0,0,0,6.76,5.38,0
20200203:0411,0,0,0,6.2,5.24,0
20200203:0511,0,0,0,5.91,4.97,0
20200203:0611,0,0,0,5.64,4.62,0
20200203:0711,0,0,0,5.56,4.41,0
20200203:0811,0,0,0,5.45,4.41,0
20200203:0911,756.52,127.92,5.81,5.38,4.41,0
20200203:1011,2271.93,335.74,12.16,5.89,4.76,0
20200203:1111,2738.74,399.25,16.87,6.48,5.59,0
20200203:1211,1290.8,199.15,19.53,6.72,6.21,0
20200203:1311,398.69,73.79,19.89,6.82,6.21,0
20200203:1411,1847.1,275.5,17.89,6.82,6,0
20200203:1511,3156.04,459.4,13.76,6.41,5.72,0
20200203:1611,1182.38,186.74,7.85,6.13,5.86,0
20200203:1711,0,0,0,5.87,5.59,0
20200203:1811,0,0,0,5.31,5.45,0
20200203:1911,0,0,0,5.1,5.45,0
20200203:2011,0,0,0,5.05,5.59,0
20200203:2111,0,0,0,5.15,6.21,0
20200203:2211,0,0,0,4.78,6.14,0
20200203:2311,0,0,0,4.84,6,0
20200204:0011,0,0,0,4.96,5.79,0
20200204:0111,0,0,0,4.89,5.79,0
20200204:0211,0,0,0,5.19,5.72,0
20200204:0311,0,0,0,5.45,5.72,0
20200204:0411,0,0,0,5.74,5.52,0
20200204:0511,0,0,0,5.76,5.17,0
20200204:0611,0,0,0,6.02,5.1,0
20200204:0711,0,0,0,5.96,5.1,0
20200204:0811,0,0,0,6.09,4.62,0
20200204:0911,684.45,117.58,6.05,6.01,3.79,0
20200204:1011,1791.58,270.33,12.42,6.64,3.31,0
20200204:1111,2827.84,418.79,17.15,7.62,2.69,0
20200204:1211,3245.62,480.62,19.83,8.51,3.03,0
20200204:1311,3024.57,447.23,20.19,9.07,4,0
20200204:1411,2771.37,411.98,18.19,9.23,3.45,0
20200204:1511,2528.46,378.6,14.05,9.1,2.97,0
20200204:1611,952.93,156.57,8.13,8.79,2.14,0
20200204:1711,0,0,0,7.82,1.59,0
20200204:1811,0,0,0,6.47,1.86,0
20200204:1911,0,0,0,4.93,1.93,0
20200204:2011,0,0,0,4.09,1.93,0
20200204:2111,0,0,0,3.42,1.93,0
20200204:2211,0,0,0,2.99,1.86,0
20200204:2311,0,0,0,2.58,1.93,0
20200205:0011,0,0,0,2.77,1.93,0
20200205:0111,0,0,0,3,1.79,0
20200205:0211,0,0,0,3.07,1.72,0
20200205:0311,0,0,0,2.41,1.93,0
20200205:0411,0,0,0,2.02,2.07,0
20200205:0511,0,0,0,1.81,2.28,0
20200205:0611,0,0,0,1.77,2.28,0
20200205:0711,0,0,0,1.91,2.34,0
20200205:0811,0,0,0,1.75,2.41,0
20200205:0911,192.22,41.7,6.3,2.02,2.48,0
20200205:1011,1753.01,262.28,12.69,3.77,2.48,0
20200205:1111,3097.51,453.69,17.43,5.43,2.62,0
20200205:1211,3214.02,472.26,20.12,6.63,2.9,0
20200205:1311,4390.85,650.49,20.49,7.63,3.03,0
20200205:1411,2761.62,409,18.49,8.18,3.24,0
20200205:1511,2536.3,377.45,14.34,8.52,3.72,0
20200205:1611,588.54,102.89,8.41,8.49,3.17,0
20200205:1711,0,0,0,7.93,2.69,0
20200205:1811,0,0,0,7.23,2.34,0
20200205:1911,0,0,0,6.55,2.55,0
20200205:2011,0,0,0,5.92,2.48,0
20200205:2111,0,0,0,5.52,2.48,0
20200205:2211,0,0,0,5.06,2.62,0
20200205:2311,0,0,0,4.55,2.62,0
20200206:0011,0,0,0,4.16,2.69,0
20200206:0111,0,0,0,3.78,2.62,0
20200206:0211,0,0,0,3.41,2.62,0
20200206:0311,0,0,0,3.21,2.62,0
20200206:0411,0,0,0,3.12,2.62,0
20200206:0511,0,0,0,3.16,2.69,0
20200206:0611,0,0,0,3.18,2.69,0
20200206:0711,0,0,0,3.2,2.83,0
20200206:0811,0,0,0,3.45,2.83,0
20200206:0911,48.55,17.03,6.56,4.05,2.83,0
20200206:1011,357.35,67.26,12.96,5.19,3.03,0
20200206:1111,341.91,65.27,17.72,6.22,2.69,0
20200206:1211,987.78,158.69,20.42,7.63,3.38,0
20200206:1311,2118.6,316.68,20.8,8.65,4.69,0
20200206:1411,3113.83,459.64,18.8,9.04,4.28,0
20200206:1511,827.16,136.38,14.63,9.01,3.86,0
20200206:1611,332.48,64.55,8.69,8.76,3.79,0
20200206:1711,0,0,0,7.97,3.79,0
20200206:1811,0,0,0,7.34,3.79,0
20200206:1911,0,0,0,6.99,4,0
20200206:2011,0,0,0,6.48,3.79,0
20200206:2111,0,0,0,6.13,3.72,0
20200206:2211,0,0,0,5.74,3.79,0
20200206:2311,0,0,0,5.23,4.07,0
20200207:0011,0,0,0,5.06,4.21,0
20200207:0111,0,0,0,5.06,4.21,0
20200207:0211,0,0,0,5.05,4.21,0
20200207:0311,0,0,0,5.22,4.34,0
20200207:0411,0,0,0,5.39,4.48,0
20200207:0511,0,0,0,5.42,4.41,0
20200207:0611,0,0,0,5.56,4.34,0
20200207:0711,0,0,0,5.91,4.83,0
20200207:0811,0,0,0,6.33,4.97,0
20200207:0911,478.76,86.78,6.82,6.67,5.31,0
20200207:1011,1343.07,207.34,13.24,7.54,5.72,0
20200207:1111,136.07,33.11,18.01,8.2,5.93,0
20200207:1211,119.04,30.27,20.73,8.83,6,0
20200207:1311,2372.83,352.29,21.11,9.45,6.28,0
20200207:1411,238.95,50.14,19.1,9.95,6.34,0
20200207:1511,840.47,138.69,14.93,10.32,6.48,0
20200207:1611,363.45,69.59,8.98,10.3,6.55,0
20200207:1711,0,0.91,1.68,9.64,6.62,0
20200207:1811,0,0,0,8.79,7.1,0
20200207:1911,0,0,0,8.74,6.21,0
20200207:2011,0,0,0,7.36,4.97,0
20200207:2111,0,0,0,6.49,3.72,0
20200207:2211,0,0,0,5.74,3.38,0
20200207:2311,0,0,0,5.11,4.07,0
20200208:0011,0,0,0,4.82,4.48,0
20200208:0111,0,0,0,4.74,5.31,0
20200208:0211,0,0,0,4.47,5.59,0
20200208:0311,0,0,0,4.3,5.72,0
20200208:0411,0,0,0,4.39,5.31,0
20200208:0511,0,0,0,4.48,5.1,0
20200208:0611,0,0,0,4.43,5.03,0
20200208:0711,0,0,0,4.38,5.31,0
20200208:0811,0,0,0,4.65,5.59,0
20200208:0911,116.11,29.33,7.08,4.84,6.14,0
20200208:1011,527.79,92.05,13.52,5.55,6.62,0
20200208:1111,605.88,103.54,18.31,6.17,7.17,0
20200208:1211,237.05,49.19,21.04,6.71,8.34,0
20200208:1311,273,54.87,21.42,7.21,9.31,0
20200208:1411,223.98,47.3,19.41,7.59,9.59,0
20200208:1511,136.46,33.11,15.23,7.83,9.86,0
20200208:1611,61.78,19.87,9.26,8.44,8.9,0
20200208:1711,0,0.95,1.95,8.75,8.41,0
20200208:1811,0,0,0,8.92,7.59,0
20200208:1911,0,0,0,9.1,7.72,0
20200208:2011,0,0,0,9.34,7.45,0
20200208:2111,0,0,0,9.63,6.48,0
20200208:2211,0,0,0,9.55,4.76,0
20200208:2311,0,0,0,9.19,4.55,0
20200209:0011,0,0,0,9.32,5.93,0
20200209:0111,0,0,0,9.8,8.41,0
20200209:0211,0,0,0,9.75,8.62,0
20200209:0311,0,0,0,9.84,9.1,0
20200209:0411,0,0,0,10.6,10.55,0
20200209:0511,0,0,0,11.46,11.31,0
20200209:0611,0,0,0,11.59,10.48,0
20200209:0711,0,0,0,11.19,10.62,0
20200209:0811,0,0,0,10.8,9.86,0
20200209:0911,236.97,50.07,7.35,9.96,10.76,0
20200209:1011,129.81,32.16,13.81,9.37,10.9,0
20200209:1111,1732.34,261.04,18.62,9.12,10.34,0
20200209:1211,107.87,28.38,21.36,9.46,10.07,0
20200209:1311,3913.67,567.56,21.74,9.6,9.59,0
20200209:1411,2421.7,356,19.73,8.96,9.79,0
20200209:1511,81.97,23.65,15.54,8.47,9.31,0
20200209:1611,795.33,131.61,9.55,7.53,8.83,0
20200209:1711,0,0.95,2.23,6.9,7.38,0
20200209:1811,0,0,0,6.17,6.48,0
20200209:1911,0,0,0,6.46,6.62,0
20200209:2011,0,0,0,5.66,7.03,0
20200209:2111,0,0,0,5.22,6.97,0
20200209:2211,0,0,0,4.73,7.03,0
20200209:2311,0,0,0,4.95,7.03,0
20200210:0011,0,0,0,4.69,7.24,0
20200210:0111,0,0,0,4.64,7.66,0
20200210:0211,0,0,0,4.66,8.14,0
20200210:0311,0,0,0,4.28,8.07,0
20200210:0411,0,0,0,4.35,8.48,0
20200210:0511,0,0,0,4.44,7.93,0
20200210:0611,0,0,0,4.72,8,0
20200210:0711,0,0,0,5.46,6.9,0
20200210:0811,0,0,0,5.23,7.1,0
20200210:0911,83.95,23.65,7.63,4.15,6.83,0
20200210:1011,1926.46,283.11,14.1,3.36,6.21,0
20200210:1111,116.82,29.33,18.93,3.66,4.97,0
20200210:1211,116.58,29.33,21.68,4.07,5.79,0
20200210:1311,4742.02,675.11,22.07,3.94,7.31,0
20200210:1411,470.21,83.25,20.05,3.78,8.62,0
20200210:1511,209.17,44.46,15.84,4.66,7.93,0
20200210:1611,895.51,144.09,9.85,4.76,9.31,0
20200210:1711,141.13,36.76,2.51,4.1,9.17,0
20200210:1811,0,0,0,4.25,8.9,0
20200210:1911,0,0,0,4.16,8.55,0
20200210:2011,0,0,0,4.26,8.34,0
20200210:2111,0,0,0,4.18,8.21,0
20200210:2211,0,0,0,4.06,8.69,0
20200210:2311,0,0,0,3.9,8.34,0
20200211:0011,0,0,0,3.31,8.14,0
20200211:0111,0,0,0,2.83,7.86,0
20200211:0211,0,0,0,2.31,7.72,0
20200211:0311,0,0,0,2.03,7.45,0
20200211:0411,0,0,0,2,7.1,0
20200211:0511,0,0,0,2.26,6.83,0
20200211:0611,0,0,0,2.69,6.83,0
20200211:0711,0,0,0,2.35,7.03,0
20200211:0811,0,0,0,2.3,6.9,0
20200211:0911,409.07,74.57,7.91,2.36,6.97,0
20200211:1011,3489.71,498.02,14.4,2.86,7.1,0
20200211:1111,105.81,27.43,19.24,3.55,6.62,0
20200211:1211,122.52,30.27,22,3.5,7.17,0
20200211:1311,4365.11,620.4,22.39,3.58,7.17,0
20200211:1411,4523.9,643.02,20.37,3.53,7.1,0
20200211:1511,2207.46,322.31,16.15,4.7,6.97,0
20200211:1611,2166.44,322.16,10.14,4.85,7.45,0
20200211:1711,241.01,54.52,2.79,4.24,6.83,0
20200211:1811,0,0,0,3.29,6.21,0
20200211:1911,0,0,0,3.55,5.79,0
20200211:2011,0,0,0,3.28,5.38,0
20200211:2111,0,0,0,3.07,5.17,0
20200211:2211,0,0,0,2.59,5.03,0
20200211:2311,0,0,0,2.44,4.97,0
20200212:0011,0,0,0,2.28,4.97,0
20200212:0111,0,0,0,2.47,5.03,0
20200212:0211,0,0,0,2.67,5.1,0
20200212:0311,0,0,0,2.54,4.97,0
20200212:0411,0,0,0,2.47,4.69,0
20200212:0511,0,0,0,2.5,4,0
20200212:0611,0,0,0,2.15,3.45,0
20200212:0711,0,0,0,1.95,3.45,0
20200212:0811,0,0,0,1.74,3.31,0
20200212:0911,1370.32,212.7,8.19,2.13,3.1,0
20200212:1011,2179.03,320.41,14.7,3.31,2.97,0
20200212:1111,1557.23,235.46,19.56,4.54,2.55,0
20200212:1211,684.37,114.93,22.33,5.71,3.72,0
20200212:1311,3856.49,561.86,22.72,6.16,4.14,0
20200212:1411,1756.97,263.99,20.69,6.34,4.14,0
20200212:1511,1087.1,171.29,16.46,6.09,3.17,0
20200212:1611,275.77,55.07,10.44,5.64,3.1,0
20200212:1711,49.02,17.83,3.07,4.93,3.52,0
20200212:1811,0,0,0,4.5,4.34,0
20200212:1911,0,0,0,4.5,5.17,0
20200212:2011,0,0,0,4.52,5.93,0
20200212:2111,0,0,0,4.49,6.76,0
20200212:2211,0,0,0,4.5,6.76,0
20200212:2311,0,0,0,4.64,5.72,0
20200213:0011,0,0,0,5.08,4,0
20200213:0111,0,0,0,5.25,3.38,0
20200213:0211,0,0,0,4.79,2.9,0
20200213:0311,0,0,0,4.08,2.34,0
20200213:0411,0,0,0,3.83,2,0
20200213:0511,0,0,0,3.83,1.31,0
20200213:0611,0,0,0,3.34,0.9,0
20200213:0711,0,0,0,2.69,2,0
20200213:0811,0,0,0,2.44,2.28,0
20200213:0911,1304.58,204.64,8.49,3.43,2.28,0
20200213:1011,991.98,158.33,15.01,5.94,2.07,0
20200213:1111,1013.76,161.94,19.88,7.43,4.41,0
20200213:1211,551.55,96.49,22.66,7.33,4.34,0
20200213:1311,4857.02,712.95,23.06,7.16,4.48,0
20200213:1411,2123.43,316.03,21.02,7.19,4.14,0
20200213:1511,2535.51,376.02,16.78,7.33,3.17,0
20200213:1611,1120.28,178.76,10.73,7.54,2.48,0
20200213:1711,80.55,24.49,3.35,7.17,1.31,0
20200213:1811,0,0,0,6.43,1.38,0
20200213:1911,0,0,0,5.05,1.72,0
20200213:2011,0,0,0,4.02,2,0
20200213:2111,0,0,0,4.02,2.41,0
20200213:2211,0,0,0,4.35,3.1,0
20200213:2311,0,0,0,4.45,3.79,0
20200214:0011,0,0,0,4.69,4.41,0
20200214:0111,0,0,0,5.24,5.03,0
20200214:0211,0,0,0,5.71,5.79,0
20200214:0311,0,0,0,6.77,6.55,0
20200214:0411,0,0,0,7.85,7.03,0
20200214:0511,0,0,0,8.81,7.45,0
20200214:0611,0,0,0,9.54,7.59,0
20200214:0711,0,0,0,10.01,7.52,0
20200214:0811,0,0,0,10,7.79,0
20200214:0911,316.25,62.27,8.78,9.35,7.38,0
20200214:1011,1416.49,218.02,15.32,8.68,7.79,0
20200214:1111,2507.23,369.75,20.21,9.23,7.86,0
20200214:1211,2749.74,403.89,23,9.03,7.45,0
20200214:1311,3559.96,519.41,23.4,9.54,7.93,0
20200214:1411,1558.26,238.36,21.35,9.19,7.1,0
20200214:1511,1202.89,188.69,17.09,8.9,6.48,0
20200214:1611,820.75,135.66,11.03,8.36,6,0
20200214:1711,0.24,5.68,3.64,7.82,4.69,0
20200214:1811,0,0,0,7.24,3.93,0
20200214:1911,0,0,0,7.22,4.21,0
20200214:2011,0,0,0,6.95,4.14,0
20200214:2111,0,0,0,6.37,4.28,0
20200214:2211,0,0,0,6,4.76,0
20200214:2311,0,0,0,5.96,5.03,0
20200215:0011,0,0,0,5.99,5.38,0
20200215:0111,0,0,0,6.42,5.72,0
20200215:0211,0,0,0,6.99,6.21,0
20200215:0311,0,0,0,7.21,6.76,0
20200215:0411,0,0,0,7.54,7.1,0
20200215:0511,0,0,0,7.6,7.52,0
20200215:0611,0,0,0,7.57,7.86,0
20200215:0711,0,0,0,8.8,8.69,0
20200215:0811,0,0,0,8.96,8.97,0
20200215:0911,29.15,13.24,9.08,9.26,8.9,0
20200215:1011,97.1,26.49,15.63,9.73,8.76,0
20200215:1111,96.86,26.49,20.54,10.07,7.93,0
